iter	RMSE
638	3.553687932
639	3.552088088
640	3.549188887
641	3.548084955
642	3.546598044
643	3.543784959
644	3.540513878
645	3.538972302
646	3.535617697
647	3.533037219
648	3.532806221
649	3.532197805
650	3.52829032
651	3.524232214
652	3.520056986
653	3.517307604
654	3.515343565
655	3.514116031
656	3.511201318
657	3.508288101
658	3.50596029
659	3.504115928
660	3.502224878
661	3.50112634
662	3.497549722
663	3.496325203
664	3.492529194
665	3.489159162
666	3.488370614
667	3.488137137
668	3.481803727
669	3.479731862
670	3.479402086
671	3.476959102
672	3.475098474
673	3.474413937
674	3.473186194
675	3.470610018
676	3.469918913
677	3.467970464
678	3.466360412
679	3.464366123
680	3.462318222
681	3.461276335
682	3.460436807
683	3.458171825
684	3.456382791
685	3.45529788
686	3.453083015
687	3.450914821
688	3.448272084
689	3.447683435
690	3.447016265
691	3.446673353
692	3.445401525
693	3.442086868
694	3.439883479
695	3.437979812
696	3.435920033
697	3.435130222
698	3.434374109
699	3.433537581
700	3.431550757
701	3.430218785
702	3.429251644
703	3.428662138
704	3.428146906
705	3.425879062
706	3.425534567
707	3.4253349
708	3.42235893
709	3.419197573
710	3.416071603
711	3.412607588
712	3.412048718
713	3.409753206
714	3.40701637
715	3.405264187
716	3.399408427
717	3.398840571
718	3.397375496
719	3.395104342
720	3.39279448
721	3.391328757
722	3.389388186
723	3.386171535
724	3.385512817
725	3.38238288
726	3.381671873
727	3.380464988
728	3.3772174
729	3.37316308
730	3.371188941
731	3.369895372
732	3.366989822
733	3.366625356
734	3.364185866
735	3.36104215
736	3.358970011
737	3.35800524
738	3.356771295
739	3.355320002
740	3.353557908
741	3.350948189
742	3.349305887
743	3.348691637
744	3.347058442
745	3.346514894
746	3.344321784
747	3.343434219
748	3.341687972
749	3.340385513
750	3.338932385
751	3.3348625
752	3.332904723
753	3.331826332
754	3.330680973
755	3.32806884
756	3.325310254
757	3.323664779
758	3.32186884
759	3.319602231
760	3.316911553
761	3.316291612
762	3.315360551
763	3.315135846
764	3.313012851
765	3.30861253
766	3.306572529
767	3.304571274
768	3.301995917
769	3.29997569
770	3.297420137
771	3.295765254
772	3.293292391
773	3.287851369
774	3.286047688
775	3.283009288
776	3.281741802
777	3.280243503
778	3.27923442
779	3.278750437
780	3.276952561
781	3.276719905
782	3.273835858
783	3.272173318
784	3.271205039
785	3.269092137
786	3.268924451
787	3.268038101
788	3.267830449
789	3.265517048
790	3.263412506
791	3.260389653
792	3.260217431
793	3.259323717
794	3.256122692
795	3.255415765
796	3.252835921
797	3.251267462
798	3.246701099
799	3.24461025
800	3.243687455
801	3.243070591
802	3.24218367
803	3.239714316
804	3.238533127
805	3.237414643
806	3.236169002
807	3.235226367
808	3.232873744
809	3.228692918
810	3.228380653
811	3.227500379
812	3.226545815
813	3.223870044
814	3.220290483
815	3.219504008
816	3.218251576
817	3.217864509
818	3.215702373
819	3.214025329
820	3.212421559
821	3.209570576
822	3.208313902
823	3.207873184
824	3.206664855
825	3.203599163
826	3.2018358
827	3.200429672
828	3.199389158
829	3.198772756
830	3.194848385
831	3.192774786
832	3.191395525
833	3.187980159
834	3.186598003
835	3.186068963
836	3.184461499
837	3.182128244
838	3.179760176
839	3.176847445
840	3.175190959
841	3.173608612
842	3.17209529
843	3.169807941
844	3.16954551
845	3.168409177
846	3.165140114
847	3.16351937
848	3.162087517
849	3.161116024
850	3.158885768
851	3.158099464
852	3.157957273
853	3.156930681
854	3.15559509
855	3.154094463
856	3.151786381
857	3.148971743
858	3.1476101
859	3.146960356
860	3.144810209
861	3.142612425
862	3.142315036
863	3.140536954
864	3.137720607
865	3.137103053
866	3.13696222
867	3.13536888
868	3.132614527
869	3.132469124
870	3.129330568
871	3.127469371
872	3.124876561
873	3.123320586
874	3.123042112
875	3.122042037
876	3.119840209
877	3.118760458
878	3.116606669
879	3.114600082
880	3.114037334
881	3.112483205
882	3.111602017
883	3.108574733
884	3.107665705
885	3.10737153
886	3.10722789
887	3.105547972
888	3.103393504
889	3.101849984
890	3.099232601
891	3.098346906
892	3.096671528
893	3.095940997
894	3.095312556
895	3.094732124
896	3.093383661
897	3.091220466
898	3.089652477
899	3.08704783
900	3.084287258
901	3.082677478
902	3.082555108
903	3.081059775
904	3.080560279
905	3.079798365
906	3.077773471
907	3.076632668
908	3.074053475
909	3.072713719
910	3.070834963
911	3.068636931
912	3.065919627
913	3.064430118
914	3.063480736
915	3.061344424
916	3.061093847
917	3.059997906
918	3.05710727
919	3.055150869
920	3.054495186
921	3.05189361
922	3.049845625
923	3.048438331
924	3.048366214
925	3.046966704
926	3.045333495
927	3.043799441
928	3.043356879
929	3.041306826
930	3.040246981
931	3.039925179
932	3.039671349
933	3.039571714
934	3.038305784
935	3.037436465
936	3.035094065
937	3.034982367
938	3.034059784
939	3.033068532
940	3.031390704
941	3.02959932
942	3.028222957
943	3.027360183
944	3.027257583
945	3.023852926
946	3.022387762
947	3.020133808
948	3.019939809
949	3.019748392
950	3.018851986
951	3.018560039
952	3.016300721
953	3.01394482
954	3.011651355
955	3.010638707
956	3.008541347
957	3.006422121
958	3.004723856
959	3.002501453
960	3.001818867
961	3.001596316
962	2.997132732
963	2.996848072
964	2.993625113
965	2.992361988
966	2.991433952
967	2.989648609
968	2.988343066
969	2.986098887
970	2.985021862
971	2.984394944
972	2.984180883
973	2.983369971
974	2.982827649
975	2.981907366
976	2.981680932
977	2.981534639
978	2.980552243
979	2.979838979
980	2.979419643
981	2.979180508
982	2.97714516
983	2.97442936
984	2.973577271
985	2.971693492
986	2.970478732
987	2.969681436
988	2.967830047
989	2.966613788
990	2.964332569
991	2.962413943
992	2.960768006
993	2.958940505
994	2.958115386
995	2.955700131
996	2.954372855
997	2.953485729
998	2.950506541
999	2.950077044
